0.00000E+00 0.00000E+00
1.54067E-10 0.00000E+00
3.08133E-10 0.00000E+00
4.62200E-10 3.43848E-113
6.16267E-10 1.09976E-110
7.70333E-10 2.67041E-107
9.24400E-10 5.80672E-104
1.07847E-09 1.11248E-100
1.23253E-09 1.87890E-97
1.38660E-09 2.79875E-94
1.54067E-09 3.67830E-91
1.69473E-09 4.26674E-88
1.84880E-09 4.36954E-85
2.00287E-09 3.95161E-82
2.15693E-09 3.15649E-79
2.31100E-09 2.22746E-76
2.46507E-09 1.38887E-73
2.61913E-09 7.65297E-71
2.77320E-09 3.72710E-68
2.92727E-09 1.60450E-65
3.08133E-09 6.10643E-63
3.23540E-09 2.05476E-60
3.38947E-09 6.11367E-58
3.54353E-09 1.60863E-55
3.69760E-09 3.74336E-53
3.85167E-09 7.70476E-51
4.00573E-09 1.40278E-48
4.15980E-09 2.25938E-46
4.31387E-09 3.21959E-44
4.46793E-09 4.05941E-42
4.62200E-09 4.52920E-40
4.77607E-09 4.47218E-38
4.93013E-09 3.90845E-36
5.08420E-09 3.02363E-34
5.23827E-09 2.07083E-32
5.39233E-09 1.25578E-30
5.54640E-09 6.74374E-29
5.70047E-09 3.20757E-27
5.85453E-09 1.35150E-25
6.00860E-09 5.04559E-24
6.16267E-09 1.66938E-22
6.31673E-09 4.89610E-21
6.47080E-09 1.27326E-19
6.62487E-09 2.93687E-18
6.77893E-09 6.01031E-17
6.93300E-09 1.09173E-15
7.08707E-09 1.76082E-14
7.24113E-09 2.52286E-13
7.39520E-09 3.21267E-12
7.54927E-09 3.63809E-11
7.70333E-09 3.66586E-10
7.85740E-09 3.28898E-09
8.01147E-09 2.62929E-08
8.16553E-09 1.87433E-07
8.31960E-09 1.19245E-06
8.47367E-09 6.77644E-06
8.62773E-09 3.44293E-05
8.78180E-09 1.56540E-04
8.93587E-09 6.37520E-04
9.08993E-09 2.32766E-03
9.24400E-09 7.62500E-03
9.39807E-09 2.24243E-02
9.55213E-09 5.92221E-02
9.70620E-09 1.40430E-01
9.86027E-09 2.98703E-01
1.00143E-08 5.68732E-01
1.01684E-08 9.65390E-01
1.03225E-08 1.45016E+00
1.04765E-08 1.90158E+00
1.06306E-08 2.11824E+00
1.07847E-08 1.87996E+00
1.09387E-08 1.06345E+00
1.10928E-08 -2.38400E-01
1.12469E-08 -1.67658E+00
1.14009E-08 -2.74863E+00
1.15550E-08 -3.02760E+00
1.17091E-08 -2.40363E+00
1.18631E-08 -1.18301E+00
1.20172E-08 4.71877E-02
1.21713E-08 7.34815E-01
1.23253E-08 6.72664E-01
1.24794E-08 1.00265E-01
1.26335E-08 -4.77104E-01
1.27875E-08 -6.34153E-01
1.29416E-08 -2.99416E-01
1.30957E-08 2.30920E-01
1.32497E-08 5.39934E-01
1.34038E-08 4.08636E-01
1.35579E-08 -3.14179E-02
1.37119E-08 -4.18844E-01
1.38660E-08 -4.53429E-01
1.40201E-08 -1.26820E-01
1.41741E-08 2.84202E-01
1.43282E-08 4.48365E-01
1.44823E-08 2.45106E-01
1.46363E-08 -1.47171E-01
1.47904E-08 -4.04820E-01
1.49445E-08 -3.24372E-01
1.50985E-08 1.70268E-02
1.52526E-08 3.32852E-01
1.54067E-08 3.66300E-01
1.55607E-08 9.86845E-02
1.57148E-08 -2.41864E-01
1.58689E-08 -3.73720E-01
