0.00000E+00 0.00000E+00
1.54067E-10 0.00000E+00
3.08133E-10 0.00000E+00
4.62200E-10 0.00000E+00
6.16267E-10 0.00000E+00
7.70333E-10 0.00000E+00
9.24400E-10 0.00000E+00
1.07847E-09 0.00000E+00
1.23253E-09 0.00000E+00
1.38660E-09 0.00000E+00
1.54067E-09 0.00000E+00
1.69473E-09 0.00000E+00
1.84880E-09 0.00000E+00
2.00287E-09 0.00000E+00
2.15693E-09 0.00000E+00
2.31100E-09 0.00000E+00
2.46507E-09 0.00000E+00
2.61913E-09 0.00000E+00
2.77320E-09 -5.20325E-310
2.92727E-09 -1.46169E-297
3.08133E-09 -2.26661E-285
3.23540E-09 -1.94004E-273
3.38947E-09 -9.16484E-262
3.54353E-09 -2.38940E-250
3.69760E-09 -3.43768E-239
3.85167E-09 -2.72906E-228
4.00573E-09 -1.19533E-217
4.15980E-09 -2.88825E-207
4.31387E-09 -3.84945E-197
4.46793E-09 -2.82952E-187
4.62200E-09 -1.14684E-177
4.77607E-09 -2.56260E-168
4.93013E-09 -3.15608E-159
5.08420E-09 -2.14186E-150
5.23827E-09 -8.00703E-142
5.39233E-09 -1.64828E-133
5.54640E-09 -1.86758E-125
5.70047E-09 -1.16408E-117
5.85453E-09 -3.98902E-110
6.00860E-09 -7.50890E-103
6.16267E-09 -7.75669E-96
6.31673E-09 -4.39139E-89
6.47080E-09 -1.36024E-82
6.62487E-09 -2.29992E-76
6.77893E-09 -2.11592E-70
6.93300E-09 -1.05424E-64
7.08707E-09 -2.82422E-59
7.24113E-09 -4.01940E-54
7.39520E-09 -2.97225E-49
7.54927E-09 -1.08765E-44
7.70333E-09 -1.69801E-40
7.85740E-09 -2.42718E-37
8.01147E-09 2.11328E-32
8.16553E-09 2.24148E-28
8.31960E-09 9.51814E-25
8.47367E-09 1.96902E-21
8.62773E-09 2.10395E-18
8.78180E-09 1.19153E-15
8.93587E-09 3.62749E-13
9.08993E-09 5.99271E-11
9.24400E-09 5.41467E-09
9.39807E-09 2.69884E-07
9.55213E-09 7.50708E-06
9.70620E-09 1.18586E-04
9.86027E-09 1.09241E-03
1.00143E-08 6.09312E-03
1.01684E-08 2.15473E-02
1.03225E-08 5.04653E-02
1.04765E-08 7.97458E-02
1.06306E-08 7.97446E-02
1.07847E-08 2.73782E-02
1.09387E-08 -6.47526E-02
1.10928E-08 -1.44436E-01
1.12469E-08 -1.53161E-01
1.14009E-08 -7.38955E-02
1.15550E-08 4.73557E-02
1.17091E-08 1.29281E-01
1.18631E-08 1.14996E-01
1.20172E-08 1.72913E-02
1.21713E-08 -8.87035E-02
1.23253E-08 -1.22379E-01
1.24794E-08 -6.01351E-02
1.26335E-08 4.65110E-02
1.27875E-08 1.12352E-01
1.29416E-08 8.65441E-02
1.30957E-08 -7.47414E-03
1.32497E-08 -9.22274E-02
1.34038E-08 -9.97080E-02
1.35579E-08 -2.61413E-02
1.37119E-08 6.63858E-02
1.38660E-08 1.01942E-01
1.40201E-08 5.30398E-02
1.41741E-08 -3.79762E-02
1.43282E-08 -9.52460E-02
1.44823E-08 -7.25038E-02
1.46363E-08 9.48375E-03
1.47904E-08 8.15347E-02
1.49445E-08 8.42780E-02
1.50985E-08 1.70730E-02
1.52526E-08 -6.27124E-02
1.54067E-08 -8.85207E-02
1.55607E-08 -4.00827E-02
